# 400
index,name,introduction,place_num,likes
110,北京科技大学110,北京科技大学介绍...110,6,705
111,北京联合大学111,北京联合大学介绍...111,6,423
112,北京公园A112,北京公园A介绍...112,6,105
113,人民公园E113,人民公园E介绍...113,6,423
114,天坛公园I114,天坛公园I介绍...114,6,94
115,北京科技大学115,北京科技大学介绍...115,6,55
116,北京联合大学116,北京联合大学介绍...116,6,345
117,北京公园A117,北京公园A介绍...117,6,114
118,人民公园E118,人民公园E介绍...118,6,548
119,天坛公园I119,天坛公园I介绍...119,6,805
120,北京科技大学120,北京科技大学介绍...120,6,441
121,北京联合大学121,北京联合大学介绍...121,6,245
122,北京公园A122,北京公园A介绍...122,6,483
123,人民公园E123,人民公园E介绍...123,6,485
124,天坛公园I124,天坛公园I介绍...124,6,403
125,北京科技大学125,北京科技大学介绍...125,6,545
126,北京联合大学126,北京联合大学介绍...126,6,514
127,北京公园A127,北京公园A介绍...127,6,525
128,人民公园E128,人民公园E介绍...128,6,415
129,天坛公园I129,天坛公园I介绍...129,6,245
130,北京科技大学130,北京科技大学介绍...130,6,705
131,北京联合大学131,北京联合大学介绍...131,6,423
132,北京公园A132,北京公园A介绍...132,6,105
133,人民公园E133,人民公园E介绍...133,6,423
134,天坛公园I134,天坛公园I介绍...134,6,94
135,北京科技大学135,北京科技大学介绍...135,6,55
136,北京联合大学136,北京联合大学介绍...136,6,345
137,北京公园A137,北京公园A介绍...137,6,114
138,人民公园E138,人民公园E介绍...138,6,548
139,天坛公园I139,天坛公园I介绍...139,6,805
140,北京科技大学140,北京科技大学介绍...140,6,441
141,北京联合大学141,北京联合大学介绍...141,6,245
142,北京公园A142,北京公园A介绍...142,6,483
143,人民公园E143,人民公园E介绍...143,6,485
144,天坛公园I144,天坛公园I介绍...144,6,403
145,北京科技大学145,北京科技大学介绍...145,6,545
146,北京联合大学146,北京联合大学介绍...146,6,514
147,北京公园A147,北京公园A介绍...147,6,525
148,人民公园E148,人民公园E介绍...148,6,415
149,天坛公园I149,天坛公园I介绍...149,6,245
150,北京科技大学150,北京科技大学介绍...150,6,705
151,北京联合大学151,北京联合大学介绍...151,6,423
152,北京公园A152,北京公园A介绍...152,6,105
153,人民公园E153,人民公园E介绍...153,6,423
154,天坛公园I154,天坛公园I介绍...154,6,94
155,北京科技大学155,北京科技大学介绍...155,6,55
156,北京联合大学156,北京联合大学介绍...156,6,345
157,北京公园A157,北京公园A介绍...157,6,114
158,人民公园E158,人民公园E介绍...158,6,548
159,天坛公园I159,天坛公园I介绍...159,6,805
160,北京科技大学160,北京科技大学介绍...160,6,441
161,北京联合大学161,北京联合大学介绍...161,6,245
162,北京公园A162,北京公园A介绍...162,6,483
163,人民公园E163,人民公园E介绍...163,6,485
164,天坛公园I164,天坛公园I介绍...164,6,403
165,北京科技大学165,北京科技大学介绍...165,6,545
166,北京联合大学166,北京联合大学介绍...166,6,514
167,北京公园A167,北京公园A介绍...167,6,525
168,人民公园E168,人民公园E介绍...168,6,415
169,天坛公园I169,天坛公园I介绍...169,6,245
170,北京科技大学170,北京科技大学介绍...170,6,705
171,北京联合大学171,北京联合大学介绍...171,6,423
172,北京公园A172,北京公园A介绍...172,6,105
173,人民公园E173,人民公园E介绍...173,6,423
174,天坛公园I174,天坛公园I介绍...174,6,94
175,北京科技大学175,北京科技大学介绍...175,6,55
176,北京联合大学176,北京联合大学介绍...176,6,345
177,北京公园A177,北京公园A介绍...177,6,114
178,人民公园E178,人民公园E介绍...178,6,548
179,天坛公园I179,天坛公园I介绍...179,6,805
180,北京科技大学180,北京科技大学介绍...180,6,441
181,北京联合大学181,北京联合大学介绍...181,6,245
182,北京公园A182,北京公园A介绍...182,6,483
183,人民公园E183,人民公园E介绍...183,6,485
184,天坛公园I184,天坛公园I介绍...184,6,403
185,北京科技大学185,北京科技大学介绍...185,6,545
186,北京联合大学186,北京联合大学介绍...186,6,514
187,北京公园A187,北京公园A介绍...187,6,525
188,人民公园E188,人民公园E介绍...188,6,415
189,天坛公园I189,天坛公园I介绍...189,6,245
190,北京科技大学190,北京科技大学介绍...190,6,705
191,北京联合大学191,北京联合大学介绍...191,6,423
192,北京公园A192,北京公园A介绍...192,6,105
193,人民公园E193,人民公园E介绍...193,6,423
194,天坛公园I194,天坛公园I介绍...194,6,94
195,北京科技大学195,北京科技大学介绍...195,6,55
196,北京联合大学196,北京联合大学介绍...196,6,345
197,北京公园A197,北京公园A介绍...197,6,114
198,人民公园E198,人民公园E介绍...198,6,548
199,天坛公园I199,天坛公园I介绍...199,6,805
200,北京科技大学200,北京科技大学介绍...200,6,441
201,北京联合大学201,北京联合大学介绍...201,6,245
202,北京公园A202,北京公园A介绍...202,6,483
203,人民公园E203,人民公园E介绍...203,6,485
204,天坛公园I204,天坛公园I介绍...204,6,403
205,北京科技大学205,北京科技大学介绍...205,6,545
206,北京联合大学206,北京联合大学介绍...206,6,514
207,北京公园A207,北京公园A介绍...207,6,525
208,人民公园E208,人民公园E介绍...208,6,415
209,天坛公园I209,天坛公园I介绍...209,6,245
210,北京科技大学210,北京科技大学介绍...210,6,705
211,北京联合大学211,北京联合大学介绍...211,6,423
212,北京公园A212,北京公园A介绍...212,6,105
213,人民公园E213,人民公园E介绍...213,6,423
214,天坛公园I214,天坛公园I介绍...214,6,94
215,北京科技大学215,北京科技大学介绍...215,6,55
216,北京联合大学216,北京联合大学介绍...216,6,345
217,北京公园A217,北京公园A介绍...217,6,114
218,人民公园E218,人民公园E介绍...218,6,548
219,天坛公园I219,天坛公园I介绍...219,6,805
220,北京科技大学220,北京科技大学介绍...220,6,441
221,北京联合大学221,北京联合大学介绍...221,6,245
222,北京公园A222,北京公园A介绍...222,6,483
223,人民公园E223,人民公园E介绍...223,6,485
224,天坛公园I224,天坛公园I介绍...224,6,403
225,北京科技大学225,北京科技大学介绍...225,6,545
226,北京联合大学226,北京联合大学介绍...226,6,514
227,北京公园A227,北京公园A介绍...227,6,525
228,人民公园E228,人民公园E介绍...228,6,415
229,天坛公园I229,天坛公园I介绍...229,6,245
230,北京科技大学230,北京科技大学介绍...230,6,705
231,北京联合大学231,北京联合大学介绍...231,6,423
232,北京公园A232,北京公园A介绍...232,6,105
233,人民公园E233,人民公园E介绍...233,6,423
234,天坛公园I234,天坛公园I介绍...234,6,94
235,北京科技大学235,北京科技大学介绍...235,6,55
236,北京联合大学236,北京联合大学介绍...236,6,345
237,北京公园A237,北京公园A介绍...237,6,114
238,人民公园E238,人民公园E介绍...238,6,548
239,天坛公园I239,天坛公园I介绍...239,6,805
240,北京科技大学240,北京科技大学介绍...240,6,441
241,北京联合大学241,北京联合大学介绍...241,6,245
242,北京公园A242,北京公园A介绍...242,6,483
243,人民公园E243,人民公园E介绍...243,6,485
244,天坛公园I244,天坛公园I介绍...244,6,403
245,北京科技大学245,北京科技大学介绍...245,6,545
246,北京联合大学246,北京联合大学介绍...246,6,514
247,北京公园A247,北京公园A介绍...247,6,525
248,人民公园E248,人民公园E介绍...248,6,415
249,天坛公园I249,天坛公园I介绍...249,6,245
250,北京科技大学250,北京科技大学介绍...250,6,705
251,北京联合大学251,北京联合大学介绍...251,6,423
252,北京公园A252,北京公园A介绍...252,6,105
253,人民公园E253,人民公园E介绍...253,6,423
254,天坛公园I254,天坛公园I介绍...254,6,94
255,北京科技大学255,北京科技大学介绍...255,6,55
256,北京联合大学256,北京联合大学介绍...256,6,345
257,北京公园A257,北京公园A介绍...257,6,114
258,人民公园E258,人民公园E介绍...258,6,548
259,天坛公园I259,天坛公园I介绍...259,6,805
260,北京科技大学260,北京科技大学介绍...260,6,441
261,北京联合大学261,北京联合大学介绍...261,6,245
262,北京公园A262,北京公园A介绍...262,6,483
263,人民公园E263,人民公园E介绍...263,6,485
264,天坛公园I264,天坛公园I介绍...264,6,403
265,北京科技大学265,北京科技大学介绍...265,6,545
266,北京联合大学266,北京联合大学介绍...266,6,514
267,北京公园A267,北京公园A介绍...267,6,525
268,人民公园E268,人民公园E介绍...268,6,415
269,天坛公园I269,天坛公园I介绍...269,6,245
270,北京科技大学270,北京科技大学介绍...270,6,705
271,北京联合大学271,北京联合大学介绍...271,6,423
272,北京公园A272,北京公园A介绍...272,6,105
273,人民公园E273,人民公园E介绍...273,6,423
274,天坛公园I274,天坛公园I介绍...274,6,94
275,北京科技大学275,北京科技大学介绍...275,6,55
276,北京联合大学276,北京联合大学介绍...276,6,345
277,北京公园A277,北京公园A介绍...277,6,114
278,人民公园E278,人民公园E介绍...278,6,548
279,天坛公园I279,天坛公园I介绍...279,6,805
280,北京科技大学280,北京科技大学介绍...280,6,441
281,北京联合大学281,北京联合大学介绍...281,6,245
282,北京公园A282,北京公园A介绍...282,6,483
283,人民公园E283,人民公园E介绍...283,6,485
284,天坛公园I284,天坛公园I介绍...284,6,403
285,北京科技大学285,北京科技大学介绍...285,6,545
286,北京联合大学286,北京联合大学介绍...286,6,514
287,北京公园A287,北京公园A介绍...287,6,525
288,人民公园E288,人民公园E介绍...288,6,415
289,天坛公园I289,天坛公园I介绍...289,6,245
290,北京科技大学290,北京科技大学介绍...290,6,705
291,北京联合大学291,北京联合大学介绍...291,6,423
292,北京公园A292,北京公园A介绍...292,6,105
293,人民公园E293,人民公园E介绍...293,6,423
294,天坛公园I294,天坛公园I介绍...294,6,94
295,北京科技大学295,北京科技大学介绍...295,6,55
296,北京联合大学296,北京联合大学介绍...296,6,345
297,北京公园A297,北京公园A介绍...297,6,114
298,人民公园E298,人民公园E介绍...298,6,548
299,天坛公园I299,天坛公园I介绍...299,6,805
300,北京科技大学300,北京科技大学介绍...300,6,441
301,北京联合大学301,北京联合大学介绍...301,6,245
302,北京公园A302,北京公园A介绍...302,6,483
303,人民公园E303,人民公园E介绍...303,6,485
304,天坛公园I304,天坛公园I介绍...304,6,403
305,北京科技大学305,北京科技大学介绍...305,6,545
306,北京联合大学306,北京联合大学介绍...306,6,514
307,北京公园A307,北京公园A介绍...307,6,525
308,人民公园E308,人民公园E介绍...308,6,415
309,天坛公园I309,天坛公园I介绍...309,6,245
310,北京科技大学310,北京科技大学介绍...310,6,705
311,北京联合大学311,北京联合大学介绍...311,6,423
312,北京公园A312,北京公园A介绍...312,6,105
313,人民公园E313,人民公园E介绍...313,6,423
314,天坛公园I314,天坛公园I介绍...314,6,94
315,北京科技大学315,北京科技大学介绍...315,6,55
316,北京联合大学316,北京联合大学介绍...316,6,345
317,北京公园A317,北京公园A介绍...317,6,114
318,人民公园E318,人民公园E介绍...318,6,548
319,天坛公园I319,天坛公园I介绍...319,6,805
320,北京科技大学320,北京科技大学介绍...320,6,441
321,北京联合大学321,北京联合大学介绍...321,6,245
322,北京公园A322,北京公园A介绍...322,6,483
323,人民公园E323,人民公园E介绍...323,6,485
324,天坛公园I324,天坛公园I介绍...324,6,403
325,北京科技大学325,北京科技大学介绍...325,6,545
326,北京联合大学326,北京联合大学介绍...326,6,514
327,北京公园A327,北京公园A介绍...327,6,525
328,人民公园E328,人民公园E介绍...328,6,415
329,天坛公园I329,天坛公园I介绍...329,6,245
330,北京科技大学330,北京科技大学介绍...330,6,705
331,北京联合大学331,北京联合大学介绍...331,6,423
332,北京公园A332,北京公园A介绍...332,6,105
333,人民公园E333,人民公园E介绍...333,6,423
334,天坛公园I334,天坛公园I介绍...334,6,94
335,北京科技大学335,北京科技大学介绍...335,6,55
336,北京联合大学336,北京联合大学介绍...336,6,345
337,北京公园A337,北京公园A介绍...337,6,114
338,人民公园E338,人民公园E介绍...338,6,548
339,天坛公园I339,天坛公园I介绍...339,6,805
340,北京科技大学340,北京科技大学介绍...340,6,441
341,北京联合大学341,北京联合大学介绍...341,6,245
342,北京公园A342,北京公园A介绍...342,6,483
343,人民公园E343,人民公园E介绍...343,6,485
344,天坛公园I344,天坛公园I介绍...344,6,403
345,北京科技大学345,北京科技大学介绍...345,6,545
346,北京联合大学346,北京联合大学介绍...346,6,514
347,北京公园A347,北京公园A介绍...347,6,525
348,人民公园E348,人民公园E介绍...348,6,415
349,天坛公园I349,天坛公园I介绍...349,6,245
350,北京科技大学350,北京科技大学介绍...350,6,705
351,北京联合大学351,北京联合大学介绍...351,6,423
352,北京公园A352,北京公园A介绍...352,6,105
353,人民公园E353,人民公园E介绍...353,6,423
354,天坛公园I354,天坛公园I介绍...354,6,94
355,北京科技大学355,北京科技大学介绍...355,6,55
356,北京联合大学356,北京联合大学介绍...356,6,345
357,北京公园A357,北京公园A介绍...357,6,114
358,人民公园E358,人民公园E介绍...358,6,548
359,天坛公园I359,天坛公园I介绍...359,6,805
360,北京科技大学360,北京科技大学介绍...360,6,441
361,北京联合大学361,北京联合大学介绍...361,6,245
362,北京公园A362,北京公园A介绍...362,6,483
363,人民公园E363,人民公园E介绍...363,6,485
364,天坛公园I364,天坛公园I介绍...364,6,403
365,北京科技大学365,北京科技大学介绍...365,6,545
366,北京联合大学366,北京联合大学介绍...366,6,514
367,北京公园A367,北京公园A介绍...367,6,525
368,人民公园E368,人民公园E介绍...368,6,415
369,天坛公园I369,天坛公园I介绍...369,6,245
370,北京科技大学370,北京科技大学介绍...370,6,705
371,北京联合大学371,北京联合大学介绍...371,6,423
372,北京公园A372,北京公园A介绍...372,6,105
373,人民公园E373,人民公园E介绍...373,6,423
374,天坛公园I374,天坛公园I介绍...374,6,94
375,北京科技大学375,北京科技大学介绍...375,6,55
376,北京联合大学376,北京联合大学介绍...376,6,345
377,北京公园A377,北京公园A介绍...377,6,114
378,人民公园E378,人民公园E介绍...378,6,548
379,天坛公园I379,天坛公园I介绍...379,6,805
380,北京科技大学380,北京科技大学介绍...380,6,441
381,北京联合大学381,北京联合大学介绍...381,6,245
382,北京公园A382,北京公园A介绍...382,6,483
383,人民公园E383,人民公园E介绍...383,6,485
384,天坛公园I384,天坛公园I介绍...384,6,403
385,北京科技大学385,北京科技大学介绍...385,6,545
386,北京联合大学386,北京联合大学介绍...386,6,514
387,北京公园A387,北京公园A介绍...387,6,525
388,人民公园E388,人民公园E介绍...388,6,415
389,天坛公园I389,天坛公园I介绍...389,6,245
390,北京科技大学390,北京科技大学介绍...390,6,705
391,北京联合大学391,北京联合大学介绍...391,6,423
392,北京公园A392,北京公园A介绍...392,6,105
393,人民公园E393,人民公园E介绍...393,6,423
394,天坛公园I394,天坛公园I介绍...394,6,94
395,北京科技大学395,北京科技大学介绍...395,6,55
396,北京联合大学396,北京联合大学介绍...396,6,345
397,北京公园A397,北京公园A介绍...397,6,114
398,人民公园E398,人民公园E介绍...398,6,548
399,天坛公园I399,天坛公园I介绍...399,6,805
